EmployeeID	Survey	I would recommend my friends or Family to work at TheCompany	I feel engaged in my work.	I believe Leadership cares about the employees at TheCompany	My manager supports me in my role at TheCompany	"TheCompany cares about Diversity, Equity and Inclusion."	I believe there is room for me to grow at TheCompany	I work on interesting projects.	My manager motivates me to work hard.	I am motivated to work hard at TheCompany.	I believe I am recognized for the work I do.	I believe there are good career opportunities for me at TheCompany.	I believe TheCompany is in a great position in the market for the next few years to be succesful.	I plan on staying with TheCompany for at least 2 more years.	I believe I am fairly compensated for my work.	I believe there is little to not politics at TheCompany	I feel comfortable going to someone in leadership if there is an issue.	My values align with the culture at TheCompany	I know what TheCompany values are at TheCompany	I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty	What does TheCompany do well?	What can TheCompany improve?
101235	2023Q2	3	4	3	4	3	3	4	2	3	4	3	4	4	3	3	3	4	2	2		
101237	2023Q2	1	3	4	3	2	1	4	2	4	4	1	3	2	3	4	2	2	3	3		
101238	2023Q2	3	3	3	4	2	4	4	3	5	4	3	3	4	3	3	3	4	3	3		
101239	2023Q2	3	2	3	3	2	2	2	4	4	4	3	4	4	4	4	2	3	3	4		
101241	2023Q2	4	1	3	4	3	4	4	1	2	4	4	4	4	3	3	4	3	4	3		
101244	2023Q2	4	4	1	1	3	1	4	2	4	2	2	4	4	2	2	3	3	2	3		
101245	2023Q2	4	4	2	3	4	2	4	2	4	2	2	2	4	1	4	3	3	2	3		
101246	2023Q2	4	2	2	1	3	2	3	2	2	3	4	4	3	4	1	3	2	4	1		
101247	2023Q2	2	4	3	3	2	4	1	2	2	3	4	3	2	4	3	3	4	3	4		
101248	2023Q2	1	3	3	3	3	2	4	4	3	2	2	4	2	3	3	1	2	2	3		
101249	2023Q2	4	2	1	4	4	4	1	2	4	3	2	4	2	1	4	4	3	2	4		
101250	2023Q2	2	4	2	3	4	1	2	4	4	4	4	2	2	2	3	4	4	4	2		
101251	2023Q2	2	4	1	4	3	2	4	1	3	2	3	4	2	3	1	4	1	3	3		
101252	2023Q2	2	3	1	2	3	4	4	4	3	2	4	1	4	4	4	3	3	2	3		
101253	2023Q2	4	4	4	2	1	3	3	1	4	3	2	4	3	1	4	4	2	4	3		
101255	2023Q2	2	3	4	1	4	1	4	4	3	3	3	4	4	2	4	3	4	3	4		
101256	2023Q2	2	3	2	2	2	3	4	3	2	1	4	3	2	4	3	4	2	3	4		
101257	2023Q2	4	2	2	4	4	3	2	3	3	2	4	3	3	2	1	2	4	4	4		
101261	2023Q2	2	1	4	4	4	4	4	4	2	3	4	1	3	4	2	2	1	4	2		
101262	2023Q2	3	2	2	3	4	3	3	3	4	3	2	3	2	4	4	2	2	4	4		
101264	2023Q2	5	2	2	4	4	4	3	4	2	3	4	4	4	3	3	2	4	3	3		
101265	2023Q2	4	2	4	3	2	3	2	2	3	2	3	2	1	2	2	3	4	4	3		
101268	2023Q2	3	4	1	2	4	3	4	2	2	2	2	4	2	4	3	4	2	2	3		
101269	2023Q2	3	3	2	2	4	2	1	2	4	4	4	3	4	3	2	2	4	1	2		
101270	2023Q2	3	3	2	2	3	2	3	4	2	1	2	1	4	4	3	2	4	3	4		
101271	2023Q2	3	2	4	2	3	4	3	1	3	3	3	3	2	3	4	3	4	4	4		
101273	2023Q2	2	4	4	2	3	3	2	3	2	2	3	2	4	3	5	3	3	4	2		
101274	2023Q2	2	1	3	3	3	4	4	2	4	4	4	4	3	4	4	4	4	4	5		
101276	2023Q2	3	3	2	2	4	2	3	4	4	1	4	4	1	3	2	4	3	4	3		
101277	2023Q2	4	4	1	4	2	3	4	2	1	3	4	4	3	3	4	2	3	3	1		
101279	2023Q2	4	2	3	3	4	4	2	2	2	2	2	2	4	3	4	4	4	3	4		
101281	2023Q2	2	3	3	4	2	4	3	2	2	4	4	2	3	3	2	4	4	4	1		
101282	2023Q2	2	4	4	4	4	3	4	3	4	3	2	4	2	3	4	3	5	3	3		
101285	2023Q2	4	3	4	1	3	4	2	3	4	3	1	4	4	4	4	3	3	1	4		
101286	2023Q2	2	4	3	3	3	4	3	1	4	3	4	3	4	3	3	4	2	4	3		
101288	2023Q2	4	4	3	1	4	3	4	1	3	4	4	4	4	2	3	4	3	4	4		
101289	2023Q2	4	4	2	4	4	4	4	3	4	3	4	3	3	2	3	4	2	2	3		
101290	2023Q2	2	2	1	3	2	3	2	4	1	2	2	2	4	4	3	2	1	2	4		
101292	2023Q2	1	4	1	4	2	3	2	3	3	2	1	4	4	3	4	3	2	1	1		
101293	2023Q2	4	4	4	4	3	3	2	2	3	4	3	3	4	4	4	3	3	4	2		
101294	2023Q2	3	2	1	4	2	4	4	3	3	4	3	5	2	1	4	1	1	3	2		
101295	2023Q2	3	3	1	2	2	2	4	2	2	4	3	4	4	3	3	4	4	3	4		
101296	2023Q2	3	1	3	1	3	1	1	4	1	3	1	3	2	4	3	3	4	3	3		
101300	2023Q2	3	3	2	2	4	4	2	4	3	4	3	4	3	4	3	4	4	2	4		
101302	2023Q2	2	4	4	4	4	3	3	4	2	4	4	2	4	1	1	4	4	4	3		
101305	2023Q2	4	3	3	3	3	2	2	3	4	4	4	2	4	4	2	2	4	3	3		
101306	2023Q2	3	3	4	4	3	2	4	4	4	4	3	2	3	2	2	3	2	4	3		
101309	2023Q2	2	4	1	3	3	4	3	4	5	2	3	2	4	4	3	2	4	3	4		
101312	2023Q2	3	3	2	2	4	4	2	3	3	4	2	1	1	2	3	4	4	2	3		
101314	2023Q2	4	2	3	4	3	3	2	3	4	2	2	1	2	4	2	3	3	2	3		
101317	2023Q2	1	3	4	2	4	3	3	4	2	4	4	4	3	1	3	3	3	4	4		
101319	2023Q2	3	3	4	2	1	4	1	2	4	2	3	4	2	4	2	4	3	3	2		
101321	2023Q2	2	1	4	3	3	4	3	4	4	3	4	3	3	3	4	3	4	3	3		
101322	2023Q2	1	4	2	4	3	2	3	3	4	2	4	3	2	4	1	3	4	4	2		
101323	2023Q2	3	4	3	1	4	4	4	1	3	3	2	2	4	2	4	4	3	3	2		
101324	2023Q2	1	4	4	3	2	3	4	1	3	2	3	4	4	3	3	4	3	4	3		
101325	2023Q2	4	4	4	3	4	2	4	3	2	4	4	4	3	4	2	4	1	4	3		
101326	2023Q2	1	1	4	4	4	2	1	2	1	4	2	3	1	2	4	4	3	4	2		
101327	2023Q2	4	1	3	4	5	4	3	3	1	4	2	1	4	4	4	3	2	3	3		
101329	2023Q2	3	3	1	4	4	4	4	2	3	4	3	3	3	4	4	2	4	3	3		
101331	2023Q2	3	3	2	1	3	2	3	2	4	2	4	2	2	4	2	2	5	2	3		
101332	2023Q2	3	2	3	4	3	4	1	3	4	3	4	3	3	1	3	2	3	3	1		
101333	2023Q2	2	4	3	1	2	4	2	4	3	2	2	2	1	3	1	2	4	4	4		
101335	2023Q2	2	4	3	3	3	2	4	2	4	2	4	1	4	2	1	4	4	3	3		
101337	2023Q2	1	3	4	1	2	3	2	1	2	4	4	2	3	2	4	4	4	2	2		
101339	2023Q2	2	2	2	3	3	3	1	4	2	4	2	4	3	3	4	2	2	4	3		
101342	2023Q2	3	3	1	3	1	3	3	4	4	2	4	2	3	4	3	4	4	4	4		
101345	2023Q2	4	2	1	1	4	4	4	2	2	2	4	3	3	1	2	4	2	2	3		
101347	2023Q2	2	4	3	4	3	4	3	4	2	4	4	4	4	3	1	4	2	4	2		
101348	2023Q2	2	3	4	4	2	2	4	2	4	2	2	3	2	4	2	2	2	2	4		
101349	2023Q2	3	3	2	4	3	4	4	3	2	2	2	3	3	3	2	4	3	2	3		
101350	2023Q2	4	4	3	4	2	4	3	3	3	4	2	2	4	2	2	4	4	3	4		
101351	2023Q2	2	2	4	3	2	4	4	4	2	4	2	3	3	3	4	3	3	3	4		
101353	2023Q2	2	4	2	2	4	4	4	2	3	1	4	3	3	3	4	3	4	3	3		
101354	2023Q2	3	3	3	4	2	2	3	2	4	4	3	4	3	4	2	3	1	3	2		
101355	2023Q2	3	4	4	2	4	2	3	4	1	3	4	4	3	3	2	1	2	4	3		
101358	2023Q2	3	3	3	4	2	4	4	2	2	2	1	1	4	3	4	2	2	3	4		
101359	2023Q2	2	2	2	3	3	3	4	2	3	2	1	4	4	4	3	4	4	3	1		
101360	2023Q2	1	2	2	3	2	4	2	2	1	1	3	4	4	2	1	4	3	2	4		
101362	2023Q2	2	2	2	4	3	4	3	4	2	4	2	4	4	2	2	4	1	1	2		
101365	2023Q2	4	3	4	4	3	3	2	4	3	1	3	1	4	1	3	4	2	1	4		
101366	2023Q2	1	1	4	3	2	3	3	4	4	2	2	5	2	4	3	5	3	4	4		
101367	2023Q2	4	4	2	2	3	3	3	3	3	2	3	3	4	2	2	2	2	1	4		
101368	2023Q2	2	3	4	1	2	2	4	4	4	4	4	4	4	3	3	2	2	3	4		
101369	2023Q2	2	3	2	3	1	2	3	2	4	4	1	3	2	3	1	3	2	3	1		
101372	2023Q2	4	3	2	1	3	4	2	4	1	4	3	4	2	1	4	2	1	2	2		
101373	2023Q2	4	1	4	4	1	1	3	2	4	5	3	3	2	4	1	4	1	4	2		
101374	2023Q2	3	3	4	2	3	4	2	4	2	3	1	4	3	3	2	4	3	4	2		
101377	2023Q2	4	4	1	3	4	2	2	2	2	1	3	1	3	2	2	1	3	2	2		
101378	2023Q2	4	4	3	2	3	3	2	2	4	3	4	3	2	2	3	2	2	4	1		
101382	2023Q2	4	4	4	2	2	3	2	2	1	2	4	3	2	3	4	3	4	3	4		
101385	2023Q2	4	4	3	4	4	3	2	3	4	1	3	4	3	2	3	3	2	3	3		
101386	2023Q2	2	2	4	4	2	4	4	2	3	3	4	3	2	4	3	3	4	2	3		
101387	2023Q2	3	4	3	3	3	4	1	2	2	3	3	2	4	4	4	1	2	3	2		
101389	2023Q2	3	1	2	2	2	2	3	3	2	2	1	4	4	4	4	1	4	2	3		
101390	2023Q2	2	2	2	4	2	2	4	4	2	4	4	3	2	4	4	4	4	2	2		
101392	2023Q2	2	3	4	4	4	5	3	3	2	3	4	3	3	4	2	4	2	4	3		
101393	2023Q2	4	4	4	4	3	4	3	3	3	4	4	4	2	4	1	4	4	4	1		
101394	2023Q2	2	3	2	4	4	3	3	3	4	3	4	4	2	3	4	3	2	4	3		
101396	2023Q2	1	3	4	3	4	4	2	3	2	4	2	4	2	4	3	4	3	2	4		
101398	2023Q2	3	4	4	1	2	4	4	3	2	3	3	2	4	3	4	3	4	4	3		
101399	2023Q2	3	4	1	4	2	2	2	4	4	2	3	2	2	3	1	3	3	3	4		
101401	2023Q2	3	4	2	3	3	4	2	4	2	2	4	3	4	3	3	3	2	4	3		
101402	2023Q2	4	4	3	2	4	4	3	4	3	5	4	1	2	4	2	1	2	3	4		
101403	2023Q2	2	3	3	3	1	4	4	2	4	1	4	1	2	3	3	4	1	2	4		
101404	2023Q2	2	4	1	4	2	4	2	4	2	2	4	1	4	3	3	4	4	2	4		
101407	2023Q2	3	4	3	2	3	3	1	3	2	3	1	3	2	4	3	2	4	3	4		
101408	2023Q2	3	2	2	3	4	2	2	4	2	3	2	3	4	3	2	3	1	4	4		
101410	2023Q2	4	4	3	3	2	4	2	4	5	3	4	2	4	2	3	4	1	3	4		
101412	2023Q2	1	2	1	3	4	3	4	4	4	4	2	4	3	4	2	4	4	2	4		
101413	2023Q2	3	4	4	4	2	3	4	4	2	2	2	4	1	4	3	5	4	2	4		
101414	2023Q2	4	3	4	3	2	2	3	4	2	2	3	3	3	4	2	5	3	1	2		
101416	2023Q2	2	4	3	3	3	4	1	4	4	4	4	2	3	4	3	2	3	3	3		
101419	2023Q2	3	4	2	4	4	4	3	4	1	2	3	4	3	4	3	1	4	3	4		
101420	2023Q2	2	4	3	2	4	2	1	2	2	3	3	3	2	3	2	4	2	3	3		
101421	2023Q2	4	4	2	2	3	2	2	4	4	1	4	2	3	4	3	3	4	3	1		
101425	2023Q2	4	2	4	3	1	3	3	3	4	2	2	4	2	3	2	4	2	1	4		
101426	2023Q2	4	3	4	4	2	2	2	3	3	2	3	3	4	4	2	2	4	3	1		
101427	2023Q2	3	3	4	2	2	4	1	3	2	3	2	1	4	2	3	2	3	3	4		
101429	2023Q2	3	3	4	1	2	4	3	4	4	4	3	4	1	2	4	2	1	3	2		
101432	2023Q2	3	4	3	3	1	3	1	1	4	4	4	3	3	2	3	4	2	2	1		
101433	2023Q2	1	2	3	4	4	4	2	4	2	4	3	2	4	1	3	4	2	2	1		
101437	2023Q2	4	2	4	3	2	3	3	2	4	4	3	2	4	3	3	3	2	4	3		
101438	2023Q2	2	4	2	1	2	3	3	4	3	3	4	3	4	4	3	4	4	3	3		
101440	2023Q2	1	3	2	3	1	4	4	2	4	4	2	2	3	1	1	2	1	2	4		
101443	2023Q2	3	4	2	4	4	4	2	3	3	4	3	2	3	5	4	4	3	3	4		
101444	2023Q2	3	4	3	2	3	2	2	4	2	3	1	4	3	2	3	3	4	1	2		
101445	2023Q2	1	4	3	4	1	3	3	1	4	4	2	2	4	2	2	2	2	4	4		
101447	2023Q2	2	3	4	3	2	3	3	2	2	1	4	1	3	2	4	3	3	2	4		
101448	2023Q2	1	4	4	3	2	2	3	3	2	4	4	4	3	2	3	1	3	4	2		
101453	2023Q2	1	3	4	2	3	1	4	3	2	1	2	3	1	4	4	4	5	3	3		
101454	2023Q2	2	5	2	4	3	1	3	3	2	2	3	2	2	4	3	4	4	2	2		
101455	2023Q2	3	2	2	2	3	4	3	4	4	3	1	4	3	2	3	3	4	3	2		
101456	2023Q2	4	4	3	3	2	2	4	1	4	3	2	4	5	4	4	4	3	4	2		
101457	2023Q2	2	2	4	2	4	3	3	3	2	4	1	2	4	2	4	4	2	3	4		
101459	2023Q2	4	4	2	4	2	1	4	3	3	3	2	3	1	4	2	2	3	4	4		
101460	2023Q2	3	3	2	4	2	4	3	4	4	3	4	2	4	4	2	2	2	1	4		
101461	2023Q2	4	4	1	2	3	2	3	4	3	2	3	1	4	3	4	1	4	1	2		
101464	2023Q2	3	2	2	3	2	3	2	4	3	4	2	4	4	3	3	2	2	4	4		
101466	2023Q2	3	3	3	1	4	3	2	4	4	2	2	4	4	3	2	3	2	2	2		
101468	2023Q2	4	3	1	3	2	1	4	4	2	1	4	5	3	3	3	2	4	3	2		
101470	2023Q2	2	4	4	3	2	1	1	4	4	2	4	4	2	3	3	2	4	1	1		
101473	2023Q2	2	2	3	1	4	2	4	4	3	2	3	3	1	2	3	2	4	2	2		
101475	2023Q2	4	3	3	2	3	3	4	4	3	3	3	4	3	2	2	1	4	2	2		
101476	2023Q2	3	1	4	4	3	3	1	3	2	3	4	2	4	4	4	1	1	4	1		
101477	2023Q2	1	2	2	3	3	4	1	1	3	3	3	4	1	3	3	3	3	2	4		
101478	2023Q2	2	2	3	3	3	4	4	2	3	2	2	3	2	4	1	1	3	4	2		
101479	2023Q2	4	2	2	4	4	1	4	1	4	4	3	4	2	4	4	4	4	4	4		
101480	2023Q2	2	4	3	4	1	2	4	3	4	1	3	2	4	4	2	3	2	2	4		
101482	2023Q2	2	4	2	4	3	3	2	2	1	1	3	4	3	1	4	1	3	2	2		
101483	2023Q2	4	3	4	1	3	2	3	1	4	3	2	4	3	2	3	2	2	3	3		
101485	2023Q2	2	4	2	1	4	4	4	3	1	3	2	4	3	3	2	3	4	4	4		
101486	2023Q2	4	4	3	3	4	3	4	4	4	2	3	2	3	3	1	2	2	4	4		
101487	2023Q2	4	4	4	2	4	2	4	1	3	2	1	2	1	3	2	2	2	3	1		
101490	2023Q2	3	2	3	2	4	3	2	3	3	2	1	1	1	3	1	4	4	3	3		
101494	2023Q2	2	4	2	3	3	3	3	2	1	4	3	2	4	2	4	2	4	3	4		
101495	2023Q2	3	2	2	3	3	4	3	3	3	4	3	2	1	4	3	2	4	4	4		
101497	2023Q2	4	3	4	3	4	3	3	3	3	2	3	1	4	4	4	2	4	4	3		
101499	2023Q2	3	2	3	4	4	4	2	3	4	3	3	1	1	3	4	3	2	4	2		
101504	2023Q2	3	3	4	2	3	4	4	4	2	2	4	4	2	2	3	3	1	1	4		
101505	2023Q2	2	3	2	1	4	3	2	3	2	2	3	3	4	4	4	1	2	4	3		
101508	2023Q2	4	4	3	4	2	4	3	4	2	1	3	2	3	4	4	3	3	2	2		
101510	2023Q2	1	3	4	2	3	5	3	3	2	2	4	4	4	1	4	4	2	4	3		
101512	2023Q2	2	3	3	4	2	2	1	2	4	2	4	3	2	3	3	1	4	2	4		
101513	2023Q2	4	3	4	2	3	3	3	4	4	3	4	3	4	3	2	4	3	2	4		
101514	2023Q2	2	3	2	3	2	2	4	2	3	3	2	1	4	2	4	2	3	3	4		
101517	2023Q2	3	2	3	3	3	3	1	1	3	4	4	1	4	4	4	2	3	4	4		
101518	2023Q2	3	3	3	3	2	3	4	3	4	4	2	1	3	1	4	2	4	1	3		
101521	2023Q2	2	1	2	3	3	1	4	4	1	2	4	4	3	1	3	3	4	1	3		
101522	2023Q2	3	4	2	4	3	3	2	3	4	4	4	3	2	3	2	3	1	1	3		
101523	2023Q2	1	4	3	1	2	2	3	4	3	2	3	4	3	3	3	4	2	2	3		
101524	2023Q2	4	2	4	2	2	2	3	4	2	4	4	3	2	1	2	1	2	4	1		
101525	2023Q2	1	3	1	2	3	2	3	2	4	1	2	2	2	4	4	3	1	4	2		
101526	2023Q2	3	2	2	4	4	3	4	3	4	4	3	4	1	1	1	4	4	4	4		
101528	2023Q2	2	2	4	4	3	2	3	3	2	3	3	1	4	2	3	2	3	4	4		
101530	2023Q2	2	2	2	4	4	4	1	4	2	2	3	1	3	2	2	4	1	2	3		
101531	2023Q2	4	2	2	3	2	1	4	4	1	3	3	3	3	3	2	4	3	4	3		
101533	2023Q2	3	1	2	2	3	3	2	2	4	5	2	2	1	3	2	2	4	4	4		
101536	2023Q2	3	3	3	5	2	4	4	4	3	3	3	3	4	4	3	4	1	3	2		
101538	2023Q2	4	2	2	4	4	4	2	4	4	3	2	1	1	2	2	2	2	3	3		
101540	2023Q2	2	3	3	4	2	4	3	4	4	2	3	4	3	4	3	2	1	2	3		
101541	2023Q2	2	3	4	2	1	3	3	2	4	2	4	4	3	4	2	4	1	4	1		
101542	2023Q2	1	4	3	3	3	3	4	2	4	4	2	1	2	4	4	2	4	4	2		
101543	2023Q2	3	3	2	2	4	2	4	1	4	2	3	4	2	2	4	4	1	3	2		
101545	2023Q2	4	4	2	2	3	4	4	3	3	4	3	5	2	2	3	3	3	4	4		
101549	2023Q2	4	4	3	3	2	3	2	2	3	1	2	1	2	2	1	2	4	2	3		
101550	2023Q2	4	2	3	3	2	2	4	2	2	4	3	3	4	2	3	4	4	3	3		
101551	2023Q2	2	2	3	4	3	3	4	2	3	4	4	2	4	3	2	4	3	4	4		
101552	2023Q2	1	4	3	1	3	4	4	2	1	1	3	4	3	3	3	2	2	4	3		
101553	2023Q2	4	1	4	2	3	1	4	3	1	4	3	3	3	1	1	2	1	3	4		
101556	2023Q2	2	3	3	2	1	4	2	3	1	4	3	2	2	4	2	4	3	3	1		
101559	2023Q2	3	2	3	4	3	3	2	2	4	2	3	1	1	4	4	3	4	4	4		
101560	2023Q2	4	2	4	3	3	4	3	4	1	4	3	2	4	3	4	1	5	3	1		
101561	2023Q2	4	4	4	2	3	1	1	1	3	2	4	4	2	4	3	2	3	3	2		
101562	2023Q2	3	2	3	3	2	3	2	3	2	3	4	4	2	1	3	2	4	2	3		
101563	2023Q2	3	4	3	4	3	5	1	4	1	3	2	2	2	4	4	3	4	2	2		
101564	2023Q2	4	3	4	3	4	4	2	3	1	2	4	4	2	4	2	2	2	3	2		
101566	2023Q2	2	4	4	3	4	4	2	4	4	2	4	4	3	4	1	4	2	2	4		
101572	2023Q2	1	4	3	4	3	3	4	4	3	3	1	2	4	3	4	2	3	3	1		
101574	2023Q2	4	1	4	1	4	2	4	2	2	4	1	2	2	4	4	4	2	4	4		
101575	2023Q2	4	1	3	3	2	2	3	4	1	2	1	3	2	4	3	2	3	4	4		
101576	2023Q2	1	1	4	2	1	4	3	2	3	3	2	3	2	3	3	4	4	4	4		
101579	2023Q2	3	4	1	1	4	3	3	2	2	3	4	2	4	3	4	1	2	4	2		
101589	2023Q2	4	2	2	4	3	2	4	3	4	3	4	2	3	2	3	2	1	2	1		
101590	2023Q2	3	3	4	3	4	4	4	3	4	1	4	4	3	1	2	4	4	2	2		
101591	2023Q2	2	4	1	1	3	2	4	4	2	1	4	2	4	2	4	3	4	4	3		
101593	2023Q2	4	2	4	3	3	1	2	4	4	4	4	2	4	4	4	2	3	2	4		
101594	2023Q2	2	4	2	4	2	1	2	1	3	1	4	4	4	4	4	3	4	4	2		
101598	2023Q2	4	4	5	2	3	4	3	4	1	4	2	3	3	2	1	3	4	4	4		
101599	2023Q2	2	3	2	4	4	1	2	2	4	4	2	1	4	4	4	2	2	2	3		
101600	2023Q2	2	2	3	4	4	2	4	3	3	2	4	4	3	3	2	3	3	4	2		
101601	2023Q2	4	2	2	2	2	3	3	2	2	1	2	4	2	2	4	2	1	2	3		
101603	2023Q2	4	3	3	2	4	4	2	4	4	2	4	1	2	2	3	2	3	4	4		
101604	2023Q2	5	3	3	1	3	3	4	2	4	4	3	4	2	1	1	4	3	2	3		
101605	2023Q2	4	3	2	3	3	3	2	2	3	3	1	3	3	3	3	3	3	3	2		
101606	2023Q2	4	2	3	3	4	2	3	2	2	4	2	3	4	4	1	4	2	4	2		
101607	2023Q2	3	4	3	3	2	2	2	3	1	4	4	4	2	2	3	4	2	4	2		
101609	2023Q2	4	2	4	4	4	3	1	3	2	3	4	2	4	2	2	2	3	4	4		
101610	2023Q2	4	3	4	4	2	4	3	4	3	4	3	4	2	3	3	3	2	2	2		
101611	2023Q2	1	3	1	1	1	3	3	3	2	2	3	3	2	3	2	3	1	3	1		
101613	2023Q2	4	2	4	3	4	3	1	4	4	4	1	4	2	2	3	4	2	4	4		
101614	2023Q2	2	4	4	4	2	4	4	3	3	1	1	2	3	2	4	3	1	3	1		
101615	2023Q2	3	2	1	4	1	2	2	4	3	3	2	4	3	3	3	3	2	3	4		
101616	2023Q2	4	2	1	4	4	2	2	2	2	4	4	4	1	2	1	2	2	2	3		
101617	2023Q2	3	4	4	1	2	2	3	3	3	3	4	2	4	3	4	4	2	2	4		
101619	2023Q2	4	3	1	2	4	4	4	1	3	2	1	2	2	3	2	3	3	4	3		
101620	2023Q2	2	1	3	4	3	3	4	3	2	4	2	4	5	3	4	3	3	3	4		
101623	2023Q2	1	3	4	3	4	4	4	3	3	3	3	1	1	2	3	4	2	1	2		
101625	2023Q2	4	4	3	4	3	3	4	4	4	3	4	4	2	4	4	2	3	4	1		
101626	2023Q2	2	2	4	3	2	4	3	2	3	3	2	3	4	4	3	1	3	3	2		
101628	2023Q2	3	3	3	1	3	3	1	4	4	3	2	4	3	3	3	4	4	4	2		
101629	2023Q2	2	5	2	4	4	3	4	3	4	3	3	2	4	1	2	3	3	4	2		
101631	2023Q2	3	4	2	3	1	2	1	4	4	2	4	2	4	4	3	4	2	3	4		
101632	2023Q2	3	4	3	3	3	4	1	4	2	3	4	1	4	4	2	1	4	4	3		
101633	2023Q2	4	4	3	3	3	4	2	2	3	2	2	3	4	3	2	4	3	2	3		
101634	2023Q2	4	2	3	4	2	4	4	4	2	2	2	2	1	4	4	4	2	3	4		
101637	2023Q2	3	3	3	1	4	3	3	1	4	2	1	1	1	3	5	2	4	3	4		
101639	2023Q2	4	4	4	2	2	3	1	3	3	3	3	3	2	2	4	3	1	3	4		
101641	2023Q2	4	2	4	2	3	2	4	3	3	3	2	2	3	4	4	3	4	2	3		
101642	2023Q2	3	4	4	4	2	4	4	1	4	3	4	3	3	2	3	3	2	2	4		
101645	2023Q2	3	4	4	3	1	2	4	4	4	4	4	2	2	4	4	4	5	2	4		
101646	2023Q2	2	4	3	2	3	2	4	2	3	1	3	3	4	2	4	2	4	3	4		
101650	2023Q2	3	3	4	1	2	1	3	2	1	1	1	2	4	4	4	3	1	3	1		
101652	2023Q2	4	3	1	3	4	1	3	2	2	2	4	3	4	2	2	2	2	4	4		
101654	2023Q2	2	3	2	1	4	4	4	3	1	4	3	2	2	4	2	3	2	3	4		
101655	2023Q2	2	3	2	3	1	4	3	4	2	2	4	2	2	4	3	3	2	2	3		
101656	2023Q2	4	3	3	3	3	1	4	1	2	4	1	4	1	4	3	2	2	4	3		
101657	2023Q2	4	4	4	2	4	2	2	4	3	4	1	4	2	2	2	3	2	3	4		
101659	2023Q2	1	2	2	3	4	4	4	3	1	3	1	2	2	3	2	2	4	4	2		
101660	2023Q2	2	1	3	4	2	2	3	2	2	2	2	4	3	3	1	4	4	3	2		
101661	2023Q2	1	2	4	3	1	4	4	4	3	1	3	1	1	2	3	3	3	5	4		
101665	2023Q2	2	3	4	4	4	3	1	4	3	3	2	4	2	3	1	3	2	1	3		
101668	2023Q2	4	2	4	3	2	2	4	3	2	3	2	2	3	3	3	1	4	2	4		
101671	2023Q2	2	2	2	4	2	5	4	3	4	3	4	3	4	4	3	4	3	4	1		
101674	2023Q2	3	3	3	5	2	3	4	2	2	3	4	1	5	4	1	1	4	2	2		
101677	2023Q2	3	3	4	2	2	4	1	4	4	4	4	3	3	4	4	4	2	3	3		
101683	2023Q2	1	4	4	4	2	4	2	2	4	4	4	4	4	4	4	2	3	2	2		
101687	2023Q2	3	4	4	4	3	3	3	4	4	1	3	2	4	3	2	4	4	3	2		
101688	2023Q2	3	1	2	3	1	4	2	1	2	1	3	3	3	4	5	3	2	4	3		
101690	2023Q2	4	4	2	1	1	4	2	2	3	4	4	4	2	4	2	3	3	4	2		
101691	2023Q2	3	3	1	3	2	1	3	4	1	3	3	3	1	3	2	4	2	3	3		
101693	2023Q2	1	4	4	4	3	3	1	3	4	2	3	2	2	4	3	1	2	4	5		
101698	2023Q2	4	4	2	4	2	3	4	2	4	3	4	3	4	2	1	4	4	3	4		
101700	2023Q2	1	1	3	2	2	4	4	3	3	3	4	2	3	1	2	2	4	4	2		
101701	2023Q2	2	3	2	3	2	1	4	2	4	3	4	1	1	2	4	3	2	2	3		
101702	2023Q2	4	2	2	4	1	2	2	4	2	3	2	3	3	2	4	3	3	2	2		
101703	2023Q2	3	4	2	2	4	2	2	2	4	4	2	2	2	2	4	2	3	4	3		
101705	2023Q2	3	3	2	3	4	4	4	3	4	4	4	1	3	3	4	2	4	4	4		
101706	2023Q2	2	4	2	4	3	3	2	4	3	3	2	3	4	3	3	3	3	3	4		
101707	2023Q2	3	3	4	4	3	3	2	5	2	3	4	4	4	4	2	2	3	3	3		
101709	2023Q2	2	1	3	1	2	2	2	3	4	4	3	4	4	5	3	3	4	2	1		
101710	2023Q2	3	2	4	4	2	1	2	2	2	4	3	3	2	3	4	4	2	3	1		
101713	2023Q2	1	4	2	1	4	4	4	2	2	4	3	4	2	4	3	1	3	4	3		
101717	2023Q2	4	4	3	4	3	3	2	4	2	3	4	2	1	4	1	1	2	4	3		
101719	2023Q2	4	2	3	4	4	4	3	1	1	4	4	4	2	2	2	3	1	3	4		
101721	2023Q2	3	1	4	4	4	1	2	3	4	1	3	1	4	2	3	4	3	2	4		
101722	2023Q2	4	1	3	2	4	4	2	4	4	2	4	2	4	4	2	3	5	4	4		
101724	2023Q2	4	3	4	2	2	4	2	3	2	1	4	2	3	1	4	2	4	1	3		
101725	2023Q2	3	2	2	4	4	3	4	4	4	4	4	2	1	3	3	4	4	3	3		
101726	2023Q2	3	3	2	3	4	4	4	4	2	3	3	4	4	3	4	4	2	4	4		
101727	2023Q2	4	1	3	2	4	3	5	4	5	4	4	4	4	4	4	4	1	3	2		
101728	2023Q2	4	3	3	3	4	4	3	4	4	2	4	4	2	2	3	3	2	3	4		
101734	2023Q2	2	4	3	3	2	4	2	3	2	4	2	4	3	2	3	1	1	1	3		
