EmployeeID	Gender	Gender Identity	Race/Ethnicity	Veteran	Disability	Education	Sexual Orientation
102496	female	female		0	0	Undergraduate	Heterosexual
102497	male	male	Asian	0	0	High School	Missing
102498	male	male	Asian	0	0	Some College	Other LGBTQ+
102499	female	female	White	0	0	Undergraduate	Heterosexual
102500	female	female	Asian	0	0	Undergraduate	Missing
102501	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102502	male	male	Asian	0	0	Undergraduate	Heterosexual
102503	male	male	White	0	0	Graduate	Heterosexual
102504	male	male	White	0	0	Undergraduate	Heterosexual
102505	female	female	Asian	0	0	Undergraduate	Heterosexual
102506	male	male	White	0	0	High School	Missing
102507	male	male	White	0	0	Undergraduate	Heterosexual
102508	female	female	White	0	0	Undergraduate	Heterosexual
102509	female	female	Asian	0	0	High School	Missing
102510	male	male	Asian	0	0	Undergraduate	Heterosexual
102511	female	female	White	0	0	Undergraduate	Heterosexual
102512	male	male	White	0	0	Undergraduate	Missing
102513	male	male	White	0	0	Some College	Bisexual
102514	male	male	White	0	0	Undergraduate	Heterosexual
102515	female	female	White	0	0	High School	Missing
102516	male	male	White	0	0	PhD	Gay
102517	female	female	White	0	0	High School	Missing
102518	male	male	Asian	0	0	Undergraduate	Heterosexual
102519	female	female	White	0	0	Undergraduate	Heterosexual
102520	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102521	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102522	female	female	White	0	0	Graduate	Heterosexual
102523	female	female	Asian	0	0	Undergraduate	Missing
102524	female	female	White	0	0	Undergraduate	Missing
102525	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102526	female	female		0	0	Undergraduate	Missing
102527	male	male		0	0	High School	Missing
102528	male	male		0	0	Graduate	Heterosexual
102529	female	female	Hispanic or Latino	0	0	High School	Missing
102530	male	male		1	0	Undergraduate	Heterosexual
102531	female	female	White	0	0	Undergraduate	Heterosexual
102532	male	male	White	0	1	Undergraduate	Heterosexual
102533	male	male	White	0	0	Undergraduate	Missing
102534	male	male	White	0	0	High School	Missing
102535	female	female	White	0	0	Undergraduate	Missing
102536	female	female	Asian	0	0	High School	Missing
102537	female	female	White	0	0	Undergraduate	Heterosexual
102538	female	female	White	0	0	Undergraduate	Heterosexual
102539	female	female	White	0	0	Undergraduate	Heterosexual
102540	female	female	Asian	0	0	Undergraduate	Heterosexual
102541	male	male	White	0	0	Undergraduate	Heterosexual
102542	female	female	Asian	0	0	Graduate	Heterosexual
102543	female	female	White	0	0	Some College	Bisexual
102544	male	male	White	0	0	High School	Missing
102545	female	female	White	0	0	Undergraduate	Heterosexual
102546	male	male	White	0	0	Graduate	Heterosexual
102547	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
102548	male	male	White	0	0	Graduate	Heterosexual
102549	female	female	White	0	0	Some College	Other LGBTQ+
102550	female	female	White	0	0	Undergraduate	Heterosexual
102551	male	male	White	0	0	Undergraduate	Missing
102552	male	male	White	0	0	Undergraduate	Heterosexual
102553	male	male	White	0	0	Undergraduate	Heterosexual
102554	male	male	White	0	1	Undergraduate	Heterosexual
102555	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102556	male	male	Asian	0	0	High School	Missing
102557	male	Prefer to self-describe	White	0	0	Undergraduate	Heterosexual
102558	male	male	White	0	0	High School	Missing
102559	male	male	Hispanic or Latino	0	0	Some College	Gay
102560	female	female	White	0	0	Graduate	Heterosexual
102561	male	male	White	0	0	Undergraduate	Missing
102562	female	female		0	0	Graduate	Heterosexual
102563	male	male		0	0	Undergraduate	Heterosexual
102564	male	male		0	0	High School	Missing
102565	female	female		0	0	Graduate	Heterosexual
102566	male	male		0	0	Undergraduate	Heterosexual
102567	male	male	Asian	0	0	Undergraduate	Heterosexual
102568	male	male	White	0	0	Undergraduate	Heterosexual
102569	female	female	Asian	0	0	High School	Missing
102570	female	female	Black or African American	0	0	Undergraduate	Heterosexual
102571	male	male	Hispanic or Latino	0	0	High School	Missing
102572	female	female	Asian	0	0	Undergraduate	Heterosexual
102573	female	female	Asian	0	0	Undergraduate	Missing
102574	female	Prefer to self-describe	Asian	1	0	Undergraduate	Heterosexual
102575	male	male	White	0	0	High School	Missing
102576	female	female	White	0	0	Undergraduate	Heterosexual
102577	female	female	Asian	0	0	Undergraduate	Heterosexual
102578	female	female	White	0	0	PhD	Lesbian
102579	male	male	White	0	0	Graduate	Heterosexual
102580	male	male	Asian	0	0	High School	Missing
102581	female	female	Asian	0	0	Undergraduate	Heterosexual
102582	female	female	Asian	0	0	Undergraduate	Heterosexual
102583	male	male	White	0	0	Undergraduate	Heterosexual
102584	male	male	White	0	0	Undergraduate	Heterosexual
102585	male	male	White	0	0	High School	Missing
102586	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102587	male	male	White	0	0	Undergraduate	Heterosexual
102588	male	male	White	0	0	Undergraduate	Heterosexual
102589	male	male	Asian	0	0	High School	Missing
102590	male	male	White	0	0	Undergraduate	Missing
102591	male	male	White	0	0	Undergraduate	Heterosexual
102592	female	female	Asian	0	0	Undergraduate	Missing
102593	male	male	White	0	0	Undergraduate	Missing
102594	female	female	Asian	0	0	Undergraduate	Heterosexual
102595	male	male	White	0	0	Undergraduate	Heterosexual
102596	female	female	White	0	0	Undergraduate	Heterosexual
102597	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
102598	male	male		0	0	Undergraduate	Heterosexual
102599	male	male		1	0	Undergraduate	Heterosexual
102600	male	male		0	0	High School	Missing
102601	male	male		0	0	Undergraduate	Heterosexual
102602	female	female		0	0	Undergraduate	Heterosexual
102603	male	male	Asian	0	0	High School	Missing
102604	male	male	Asian	0	0	Undergraduate	Heterosexual
102605	male	male	White	1	1	Undergraduate	Heterosexual
102606	female	female	White	0	0	Undergraduate	Heterosexual
102607	male	male	White	0	0	Undergraduate	Heterosexual
102608	male	male	White	0	0	High School	Missing
102609	female	female	Two or More Races	0	0	Undergraduate	Heterosexual
102610	female	female	White	0	0	Undergraduate	Missing
102611	male	male	White	0	0	Undergraduate	Heterosexual
102612	female	female	Hispanic or Latino	0	0	Undergraduate	Missing
102613	male	male	White	0	1	High School	Missing
102614	female	female	White	0	0	PhD	Lesbian
102615	female	female	Asian	0	0	Undergraduate	Heterosexual
102616	female	female	Native Hawaiian or Pacific Islander	0	1	Graduate	Heterosexual
102617	female	female	Asian	0	0	Undergraduate	Missing
102618	male	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
102619	male	male	White	0	0	Undergraduate	Heterosexual
102620	female	female	White	0	0	Undergraduate	Heterosexual
102621	female	Non-binary/third gender	Asian	0	0	Undergraduate	Missing
102622	female	female	White	0	0	Graduate	Heterosexual
102623	male	male	White	0	0	Undergraduate	Heterosexual
102624	male	male	Asian	0	0	Graduate	Heterosexual
102625	female	female	White	0	0	Undergraduate	Heterosexual
102626	female	female	White	0	0	Some College	Other LGBTQ+
102627	female	female	White	0	0	Undergraduate	Heterosexual
102628	male	male	White	0	0	High School	Missing
102629	female	female	White	0	0	Undergraduate	Heterosexual
102630	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102631	female	Prefer to self-describe	Asian	0	0	Some College	Other LGBTQ+
102632	female	female	White	0	0	Undergraduate	Heterosexual
102633	male	male	White	0	0	Undergraduate	Heterosexual
102634	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102635	female	female	Asian	0	0	High School	Missing
102636	female	female	Asian	0	0	High School	Missing
102637	male	male	White	0	0	Undergraduate	Heterosexual
102638	male	male	Asian	0	0	Graduate	Heterosexual
102639	female	female	White	0	0	High School	Missing
102640	male	male	Asian	0	0	Undergraduate	Missing
102641	male	male	White	0	0	High School	Missing
102642	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102643	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102644	female	female	White	0	0	Undergraduate	Heterosexual
102645	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102646	male	male	White	0	0	Undergraduate	Heterosexual
102647	male	Non-binary/third gender	Black or African American	0	0	Undergraduate	Heterosexual
102648	male	male		0	0	Some College	Other LGBTQ+
102649	female	female		0	0	High School	Missing
102650	male	male	Asian	0	0	High School	Missing
102651	male	male	White	0	0	Some College	Other LGBTQ+
102652	female	female	White	0	0	Undergraduate	Heterosexual
102653	female	female	Asian	0	0	High School	Missing
102654	male	male	White	0	0	Undergraduate	Heterosexual
102655	female	female	Hispanic or Latino	0	0	High School	Missing
102656	female	female	Asian	0	0	Undergraduate	Heterosexual
102657	male	male	White	0	0	High School	Missing
102658	female	female	White	0	0	Undergraduate	Heterosexual
102659	female	female	Asian	0	0	Some College	Other LGBTQ+
102660	female	female	White	0	0	Undergraduate	Heterosexual
102661	female	female	White	0	0	High School	Missing
102662	male	male	White	0	0	High School	Missing
102663	male	male	White	0	1	Undergraduate	Heterosexual
102664	male	male	White	0	0	High School	Missing
102665	female	female	Asian	0	0	Undergraduate	Heterosexual
102666	male	male	White	0	0	Graduate	Heterosexual
102667	male	male	Asian	0	0	Undergraduate	Heterosexual
102668	female	female	White	0	0	Undergraduate	Heterosexual
102669	male	male	Asian	0	0	Undergraduate	Heterosexual
102670	female	female	White	0	0	Undergraduate	Heterosexual
102671	female	female	Black or African American	0	0	Graduate	Heterosexual
102672	female	female		0	0	Undergraduate	Heterosexual
102673	male	male		0	0	Undergraduate	Heterosexual
102674	female	female		0	0	High School	Missing
102675	female	female	White	0	0	High School	Missing
102676	male	male	Asian	0	0	Undergraduate	Heterosexual
102677	female	female	Asian	0	0	Undergraduate	Missing
102678	female	female	White	0	1	Undergraduate	Heterosexual
102679	female	female	Black or African American	0	0	High School	Missing
102680	male	male	Asian	0	0	Undergraduate	Missing
102681	male	male		0	0	Undergraduate	Heterosexual
102682	female	female	White	0	1	Undergraduate	Missing
102683	male	male	Asian	0	0	High School	Missing
102684	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
102685	male	Prefer to self-describe	White	0	0	Undergraduate	Heterosexual
102686	male	male	White	0	0	Undergraduate	Heterosexual
102687	female	female	Black or African American	0	1	High School	Missing
102688	male	male	White	0	0	Undergraduate	Heterosexual
102689	male	male	Asian	0	0	Undergraduate	Heterosexual
102690	male	male	White	0	0	Undergraduate	Heterosexual
102691	female	female	White	0	0	Some College	Bisexual
102692	female	female	Hispanic or Latino	0	0	High School	Missing
102693	male	male	Black or African American	1	0	Undergraduate	Heterosexual
102694	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102695	male	male	White	0	0	Undergraduate	Missing
102696	female	female		0	0	Graduate	Heterosexual
102697	female	Prefer not to say		0	0	High School	Missing
102698	male	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
102699	male	male	White	0	0	Some College	Other LGBTQ+
102700	male	male	Black or African American	0	0	Some College	Other LGBTQ+
102701	female	female	White	0	0	Some College	Other LGBTQ+
102702	female	female	White	0	1	Undergraduate	Heterosexual
102703	female	female	White	0	0	Undergraduate	Heterosexual
102704	male	male	White	0	0	High School	Missing
102705	male	male	Hispanic or Latino	0	0	High School	Missing
102706	male	male	Asian	0	0	High School	Missing
102707	female	Prefer to self-describe	White	0	0	High School	Missing
102708	female	female	White	0	0	PhD	Lesbian
102709	female	female		0	0	PhD	Lesbian
102710	female	female		0	0	Undergraduate	Heterosexual
102711	female	female		0	0	Undergraduate	Heterosexual
102712	male	male		0	0	Undergraduate	Heterosexual
102713	male	male	White	0	0	High School	Missing
102714	male	male	White	0	0	Graduate	Heterosexual
102715	male	male	White	0	0	PhD	Gay
102716	male	male	Asian	0	0	Undergraduate	Heterosexual
102717	male	male	White	0	0	Undergraduate	Heterosexual
102718	male	male	Asian	0	0	Undergraduate	Heterosexual
102719	female	female	Asian	0	0	Undergraduate	Heterosexual
102720	male	male	Hispanic or Latino	0	0	High School	Missing
102721	female	female	White	0	0	High School	Missing
102722	female	female	White	1	0	High School	Missing
102723	female	female	White	0	1	Undergraduate	Heterosexual
102724	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102725	male	male	White	0	0	Some College	Gay
102726	female	female	White	0	0	Undergraduate	Heterosexual
102727	female	female		0	1	Some College	Other LGBTQ+
102728	female	female		0	0	Undergraduate	Heterosexual
102729	female	female	White	0	0	Graduate	Heterosexual
102730	female	female	White	1	0	Undergraduate	Heterosexual
102731	male	male	Hispanic or Latino	0	0	High School	Missing
102732	female	female	White	0	0	High School	Missing
102733	female	female	White	0	0	Undergraduate	Heterosexual
102734	female	Prefer not to say		0	0	Undergraduate	Missing
102735	male	male		0	0	Undergraduate	Missing
102736	male	male	White	0	0	Some College	Bisexual
102737	male	male	White	0	0	High School	Missing
102738	male	male	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102739	female	female	White	0	0	High School	Missing
102740	male	male	Asian	0	0	Some College	Other LGBTQ+
102741	male	male	White	0	0	Undergraduate	Heterosexual
102742	male	male	White	1	0	Undergraduate	Heterosexual
102743	female	female	Asian	0	0	Undergraduate	Heterosexual
102744	male	male	White	0	0	Undergraduate	Heterosexual
102745	male	male	White	0	0	Undergraduate	Heterosexual
102746	male	male	White	0	0	Undergraduate	Heterosexual
102747	male	male	White	0	0	Graduate	Heterosexual
102748	male	male	White	0	0	Undergraduate	Heterosexual
102749	female	female	White	0	0	Undergraduate	Heterosexual
102750	female	female	White	0	0	High School	Missing
102751	male	male	White	0	0	High School	Missing
102752	male	male		0	0	Graduate	Heterosexual
102753	female	female	White	0	0	Undergraduate	Heterosexual
102754	male	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
102755	male	male	White	0	1	Undergraduate	Missing
102756	female	female	White	0	0	Undergraduate	Missing
102757	male	male	White	0	0	Undergraduate	Heterosexual
102758	male	male		0	0	High School	Missing
102759	male	male		0	0	High School	Missing
102760	male	male	White	0	0	Graduate	Heterosexual
102761	male	male	White	0	0	Undergraduate	Heterosexual
102762	male	Prefer not to say	White	0	0	Some College	Other LGBTQ+
102763	male	male	White	0	0	Undergraduate	Missing
102764	female	female	Asian	0	0	Some College	Other LGBTQ+
102765	female	female	Asian	0	0	Undergraduate	Heterosexual
102766	male	male	White	0	0	Undergraduate	Missing
102767	male	male	White	0	0	High School	Missing
102768	male	male	Asian	0	0	High School	Missing
102769	male	male	White	0	0	Undergraduate	Heterosexual
102770	male	Prefer not to say	Asian	0	0	Undergraduate	Missing
102771	female	female	White	0	0	Undergraduate	Missing
102772	male	male		1	0	Undergraduate	Heterosexual
102773	female	female	Asian	0	0	Undergraduate	Heterosexual
102774	male	male	White	0	0	Undergraduate	Heterosexual
102775	male	Prefer not to say	White	0	0	High School	Missing
102776	male	male	White	0	0	Undergraduate	Heterosexual
102777	female	female	White	0	0	Undergraduate	Heterosexual
102778	female	female	White	0	0	Undergraduate	Heterosexual
102779	male	male	Black or African American	0	0	PhD	Gay
102780	male	male	White	0	0	Undergraduate	Missing
102781	male	male	White	0	0	Some College	Bisexual
102782	male	male	White	1	0	Undergraduate	Missing
102783	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102784	male	male		0	1	Undergraduate	Heterosexual
102785	male	male		0	0	High School	Missing
102786	female	female		0	0	Undergraduate	Heterosexual
102787	male	male	White	0	0	Graduate	Heterosexual
102788	male	male	White	0	0	Undergraduate	Heterosexual
102789	male	male	White	0	0	Undergraduate	Heterosexual
102790	female	female	White	0	0	Some College	Bisexual
102791	male	male	Asian	1	0	Undergraduate	Heterosexual
102792	male	male	White	0	1	Undergraduate	Heterosexual
102793	female	female		0	0	Undergraduate	Heterosexual
102794	male	male	White	0	0	Undergraduate	Heterosexual
102795	female	female	Asian	0	0	High School	Missing
102796	female	female	Asian	0	0	High School	Missing
102797	female	female	White	1	0	High School	Missing
102798	male	Prefer not to say	Asian	0	0	Graduate	Heterosexual
102799	female	female	Asian	0	0	Undergraduate	Heterosexual
102800	male	male		0	0	Undergraduate	Missing
102801	male	male	Asian	0	1	Undergraduate	Heterosexual
102802	male	male	Asian	0	0	Undergraduate	Heterosexual
102803	female	female	Asian	0	0	Undergraduate	Heterosexual
102804	male	Prefer to self-describe	White	0	0	Undergraduate	Missing
102805	female	female	Asian	0	0	Graduate	Heterosexual
102806	female	female	Asian	0	0	High School	Missing
102807	female	female	White	0	0	Undergraduate	Heterosexual
102808	male	male	White	0	0	PhD	Gay
102809	female	Prefer not to say	Asian	0	0	High School	Missing
102810	female	female	Asian	0	0	Undergraduate	Heterosexual
102811	male	male	White	0	0	Graduate	Heterosexual
102812	female	female	White	0	0	Undergraduate	Heterosexual
102813	female	female	White	0	0	High School	Missing
102814	female	female	White	0	0	Undergraduate	Heterosexual
102815	female	female	Asian	0	0	Undergraduate	Heterosexual
102816	female	female	Asian	0	0	Undergraduate	Heterosexual
102817	female	female		0	0	Graduate	Heterosexual
102818	female	female	Asian	0	0	Some College	Bisexual
102819	female	female	White	0	0	High School	Missing
102820	female	female	Black or African American	1	0	PhD	Lesbian
102821	female	female		0	0	Graduate	Heterosexual
102822	female	female	White	1	0	Undergraduate	Heterosexual
102823	male	male	Asian	0	0	Undergraduate	Heterosexual
102824	male	Non-binary/third gender	Asian	0	0	High School	Missing
102825	male	male	Asian	0	0	Undergraduate	Missing
102826	female	female	White	0	0	Undergraduate	Heterosexual
102827	female	female	White	0	0	Undergraduate	Heterosexual
102828	female	Prefer not to say	White	1	0	Undergraduate	Heterosexual
102829	male	male	White	0	0	Some College	Other LGBTQ+
102830	female	female		0	0	Undergraduate	Heterosexual
102831	female	female		0	0	Some College	Other LGBTQ+
102832	male	male	Asian	0	0	Undergraduate	Heterosexual
102833	male	male	White	0	0	High School	Missing
102834	male	male	Black or African American	0	0	Undergraduate	Heterosexual
102835	female	female	White	1	0	High School	Missing
102836	male	male	White	0	0	Some College	Other LGBTQ+
102837	male	male	White	0	0	Undergraduate	Heterosexual
102838	female	female	White	0	0	High School	Missing
102839	female	female	White	0	0	Undergraduate	Heterosexual
102840	female	female		0	0	Undergraduate	Missing
102841	male	male	Black or African American	0	1	Undergraduate	Heterosexual
102842	female	female	Asian	0	0	Undergraduate	Heterosexual
102843	female	female	Asian	1	0	Undergraduate	Heterosexual
102844	male	male	Asian	0	0	Undergraduate	Heterosexual
102845	female	female	Asian	0	0	High School	Missing
102846	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102847	female	female		0	0	Undergraduate	Heterosexual
102848	male	male	White	0	0	Undergraduate	Heterosexual
102849	male	male	White	0	0	Undergraduate	Heterosexual
102850	female	female	White	0	0	Undergraduate	Heterosexual
102851	female	female	White	0	0	Undergraduate	Heterosexual
102852	male	male	White	0	0	Undergraduate	Missing
102853	male	male	White	0	0	Undergraduate	Heterosexual
102854	male	Non-binary/third gender	White	0	0	Undergraduate	Missing
102855	male	Prefer not to say		0	0	High School	Missing
102856	female	Non-binary/third gender		0	0	High School	Missing
102857	male	male		0	0	High School	Missing
102858	male	male		0	0	Undergraduate	Heterosexual
102859	female	female	White	0	0	Undergraduate	Heterosexual
102860	female	female	Asian	0	0	Undergraduate	Heterosexual
102861	male	male	White	0	0	High School	Missing
102862	female	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102863	female	female	Two or More Races	0	0	Undergraduate	Heterosexual
102864	male	male	White	0	0	PhD	Gay
102865	male	male	Asian	0	0	High School	Missing
102866	female	female	White	0	0	Undergraduate	Heterosexual
102867	male	male	White	0	0	Undergraduate	Heterosexual
102868	male	male	White	0	0	Some College	Other LGBTQ+
102869	female	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
102870	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102871	female	female	Asian	0	0	Undergraduate	Heterosexual
102872	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102873	male	male	White	0	0	Undergraduate	Heterosexual
102874	female	female	Asian	0	0	Undergraduate	Heterosexual
102875	female	female	White	0	1	Undergraduate	Heterosexual
102876	female	female	Black or African American	0	0	Some College	Other LGBTQ+
102877	female	female		0	0	Undergraduate	Missing
102878	female	female		0	0	High School	Missing
102879	female	female		0	0	Some College	Other LGBTQ+
102880	male	male		0	0	Undergraduate	Heterosexual
102881	female	female		0	0	Undergraduate	Missing
102882	male	male	Asian	0	0	Undergraduate	Missing
102883	female	female	White	0	0	Undergraduate	Heterosexual
102884	female	Prefer not to say	White	0	0	High School	Missing
102885	female	female	Asian	0	0	PhD	Lesbian
102886	male	male	White	0	0	Undergraduate	Missing
102887	female	female	White	0	0	Undergraduate	Heterosexual
102888	female	female	White	0	0	High School	Missing
102889	female	female	White	0	0	High School	Missing
102890	male	male	White	0	0	Undergraduate	Heterosexual
102891	female	female	Black or African American	0	0	Undergraduate	Heterosexual
102892	female	female	White	1	0	High School	Missing
102893	female	female	Hispanic or Latino	0	0	High School	Missing
102894	male	male	White	0	0	High School	Missing
102895	male	male	White	0	0	High School	Missing
102896	male	male	Asian	0	0	Undergraduate	Heterosexual
102897	female	female	White	1	0	Undergraduate	Heterosexual
102898	female	female	White	0	0	Undergraduate	Heterosexual
102899	female	female		0	0	Undergraduate	Heterosexual
102900	female	female		0	0	Undergraduate	Heterosexual
102901	male	male	Asian	0	0	High School	Missing
102902	female	female	White	0	0	Graduate	Heterosexual
102903	female	female	White	0	0	High School	Missing
102904	male	male	White	0	0	Undergraduate	Heterosexual
102905	female	female	White	0	0	Undergraduate	Missing
102906	female	female	Asian	0	0	Undergraduate	Heterosexual
102907	female	female	White	0	0	High School	Missing
102908	male	male	White	0	0	Undergraduate	Missing
102909	female	female	White	0	0	Some College	Lesbian
102910	female	female	White	0	0	Undergraduate	Missing
102911	male	male	White	0	0	High School	Missing
102912	male	male	Asian	0	0	Some College	Other LGBTQ+
102913	male	male	White	0	0	High School	Missing
102914	male	male	White	0	0	Undergraduate	Heterosexual
102915	male	male	White	0	0	Some College	Bisexual
102916	female	female		0	0	Graduate	Heterosexual
102917	male	male		0	0	Undergraduate	Missing
102918	male	male	White	0	0	Undergraduate	Heterosexual
102919	female	female	Asian	0	0	Undergraduate	Heterosexual
102920	male	male	Asian	0	0	Undergraduate	Heterosexual
102921	male	male	White	0	0	Undergraduate	Heterosexual
102922	female	female	Hispanic or Latino	1	0	Undergraduate	Heterosexual
102923	male	male	White	0	0	Undergraduate	Heterosexual
102924	female	female	White	0	0	Undergraduate	Missing
102925	female	female	White	0	0	Undergraduate	Heterosexual
102926	male	male	White	0	0	Undergraduate	Heterosexual
102927	female	female	Asian	1	0	High School	Missing
102928	male	male	White	0	0	Undergraduate	Missing
102929	female	female	White	0	0	Undergraduate	Heterosexual
102930	female	female	White	0	0	Undergraduate	Heterosexual
102931	female	female	Asian	1	0	Undergraduate	Heterosexual
102932	female	female	White	0	0	Undergraduate	Heterosexual
102933	male	male		0	0	Undergraduate	Heterosexual
102934	male	male		0	0	Undergraduate	Missing
102935	male	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
102936	female	female	White	0	0	Undergraduate	Heterosexual
102937	male	male	White	0	0	Undergraduate	Heterosexual
102938	male	male	White	0	0	Undergraduate	Heterosexual
102939	male	male	White	0	0	Undergraduate	Heterosexual
102940	male	Prefer not to say	White	0	0	High School	Missing
102941	male	male	Asian	0	0	Graduate	Heterosexual
102942	male	male	White	0	0	High School	Missing
102943	female	female	White	0	0	PhD	Lesbian
102944	female	female	White	0	0	Undergraduate	Missing
102945	female	female	White	0	0	High School	Missing
102946	male	male	Two or More Races	0	0	Some College	Gay
102947	male	male	Asian	0	0	High School	Missing
102948	male	male	White	0	0	Some College	Other LGBTQ+
102949	female	female	Asian	0	0	Undergraduate	Missing
102950	male	male	Asian	0	0	High School	Missing
102951	male	male	White	0	0	Undergraduate	Heterosexual
102952	female	female	White	0	0	Some College	Bisexual
102953	male	male	White	0	0	High School	Missing
102954	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102955	male	male	White	0	0	Undergraduate	Heterosexual
102956	female	female	White	0	0	Undergraduate	Heterosexual
102957	female	female	White	0	0	High School	Missing
102958	female	female	Hispanic or Latino	0	0	Undergraduate	Heterosexual
102959	female	female	Asian	0	0	Undergraduate	Heterosexual
102960	male	male	Asian	0	0	Undergraduate	Heterosexual
102961	male	male	Asian	1	0	Undergraduate	Heterosexual
102962	female	female	White	0	0	High School	Missing
102963	female	female		0	1	Undergraduate	Heterosexual
102964	female	Non-binary/third gender		0	0	Undergraduate	Heterosexual
102965	female	female		0	0	High School	Missing
102966	male	Prefer not to say		0	0	High School	Missing
102967	female	Prefer to self-describe		0	0	Undergraduate	Heterosexual
102968	female	female		0	0	High School	Missing
102969	female	female	Asian	0	0	Undergraduate	Heterosexual
102970	male	male	White	0	0	Undergraduate	Heterosexual
102971	female	female	White	0	0	Undergraduate	Heterosexual
102972	female	female	White	0	0	Undergraduate	Heterosexual
102973	female	female	White	0	0	Undergraduate	Heterosexual
102974	male	male	Asian	0	0	Undergraduate	Heterosexual
102975	male	male	White	0	0	Undergraduate	Heterosexual
102976	female	female	White	0	0	Some College	Other LGBTQ+
102977	male	male	White	1	0	Undergraduate	Heterosexual
102978	male	male		0	0	Undergraduate	Heterosexual
102979	male	male		0	0	High School	Missing
102980	male	Prefer not to say	White	0	0	Undergraduate	Heterosexual
102981	male	Non-binary/third gender	White	0	0	Undergraduate	Heterosexual
102982	male	male	White	0	0	Graduate	Heterosexual
102983	female	female	White	0	0	Undergraduate	Heterosexual
102984	male	male	White	0	0	High School	Missing
102985	male	Prefer not to say	Asian	0	0	High School	Missing
102986	male	male	Asian	0	0	High School	Missing
102987	female	female	White	0	0	Undergraduate	Heterosexual
102988	female	Prefer to self-describe	White	0	0	Undergraduate	Heterosexual
102989	female	female	White	0	0	Undergraduate	Heterosexual
102990	female	female	Asian	0	0	Undergraduate	Heterosexual
102991	male	male	Hispanic or Latino	0	0	High School	Missing
102992	female	female	White	1	1	Graduate	Heterosexual
102993	male	Prefer not to say	Asian	0	0	Undergraduate	Heterosexual
102994	female	female	White	1	0	Undergraduate	Heterosexual
102995	male	male	White	0	0	PhD	Gay
102996	male	male	Asian	0	0	Undergraduate	Missing
102997	female	female	Asian	0	0	Undergraduate	Heterosexual
102998	male	male	Two or More Races	0	0	Undergraduate	Heterosexual
102999	female	female	White	0	1	Undergraduate	Heterosexual
103000	female	Prefer not to say	Asian	0	0	Some College	Lesbian
103001	male	Non-binary/third gender	White	0	0	High School	Missing
103002	female	female	White	0	0	Undergraduate	Heterosexual
103003	male	male	White	0	0	Undergraduate	Heterosexual
103004	male	male	White	0	0	Undergraduate	Heterosexual
103005	female	female	White	0	0	Undergraduate	Missing
103006	female	Prefer to self-describe	White	0	0	Undergraduate	Heterosexual
103007	male	male	White	0	0	Undergraduate	Heterosexual
103008	female	female	White	1	0	Undergraduate	Heterosexual
103009	female	female		0	0	Undergraduate	Heterosexual
103010	male	male		0	1	Undergraduate	Heterosexual
103011	female	female		0	0	Undergraduate	Heterosexual
103012	male	male		0	0	Undergraduate	Heterosexual
103013	male	Prefer to self-describe	White	0	0	Undergraduate	Missing
103014	female	female	Asian	0	0	Graduate	Heterosexual
103015	female	female	Asian	0	0	Undergraduate	Heterosexual
103016	male	male	Asian	0	0	Undergraduate	Heterosexual
103017	female	female	White	0	0	Undergraduate	Heterosexual
103018	male	male	White	0	0	Graduate	Heterosexual
103019	female	female	Asian	0	0	Undergraduate	Heterosexual
103020	female	female	White	0	0	Undergraduate	Heterosexual
103021	female	female	Asian	1	0	Some College	Lesbian
103022	female	female	Two or More Races	0	0	PhD	Lesbian
103023	female	female	Two or More Races	0	0	Undergraduate	Heterosexual
103024	male	male	Asian	0	0	Undergraduate	Heterosexual
103025	female	female	White	0	0	Undergraduate	Heterosexual
103026	female	female	White	0	0	Undergraduate	Heterosexual
